name,email,dob,gender,contact,address,religion,community,minorityStatus,residentialStatus,admissionQuota,country,course,department,yearOfAdmission,Semester 1,Semester 2,Semester 3,Semester 4,Semester 5,Semester 6,Semester 7,Semester 8
Scott Johnston,robin96@hotmail.com,2005-06-14,Female,9376107731,"4748 Brandon Via, Lake Matthewview, LA 12661",Hindu,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,AIML,2022,A+,A,C,,B+,B+,B+,A+
Alexis Smith,timothy60@yahoo.com,2008-03-20,Male,5111952875,"PSC 9991, Box 8822, APO AP 51467",Jain,SC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2022,C,O,B,A+,B,A+,B,
Cynthia Jefferson,campbellmelinda@blanchard.com,2007-09-19,Female,5341584181,"7418 Kevin Branch Apt. 969, Dennisfort, MS 19532",Hindu,ST,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Mechanical Engineering,2021,C,O,A+,C,A+,A,O,
Phyllis Kennedy,ihanson@gmail.com,2007-08-10,Female,2372357248,"473 Donald Ways, East Shelby, NV 99155",Muslim,ST,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Computer Science,2020,A,B+,B,O,A,B+,O,B+
Kevin Davenport,patrick47@gmail.com,2006-09-06,Female,8528428950,"02402 Hudson Station, Grossburgh, VT 17068",Hindu,BC,Non-Minority,Day Scholar,Government,Domestic,B.Tech,Fashion Technology,2024,B,A+,O,B+,A+,,,
Travis Bush,christina43@hotmail.com,2002-10-05,Male,3446594354,"Unit 5430 Box 1307, DPO AE 09028",Sikh,ST,Minority,Hosteller,Sports,Domestic,B.Tech,Electrical Engineering,2024,B+,O,A+,C,,A+,A+,
Matthew Maldonado,david77@rowe-davis.com,2002-03-11,Female,3567513173,"05262 Sarah Brooks, North Michael, OH 92432",Hindu,OBC,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Information Technology,2020,A,B,C,C,,C,A,A+
Alyssa Gomez,zmurphy@hotmail.com,2005-03-18,Male,2908795023,"USNS Roberts, FPO AP 97233",Jain,ST,Non-Minority,Day Scholar,Management,International,B.E,Artificial Intelligence,2020,C,B,C,A,A+,A,B,A
Samantha Scott,lisa26@stein.biz,2004-12-09,Female,4457498339,"Unit 6107 Box 7462, DPO AA 47637",Jain,ST,Non-Minority,Day Scholar,Government,International,B.Tech,Information Technology,2022,C,A,O,A,A+,A+,A+,B
Douglas Mullins,lutzdesiree@kaiser.com,2000-10-02,Female,2752560068,"0915 Williams Glens Suite 862, North Annette, TN 04316",Jain,OBC,Minority,Hosteller,7.5 Reservation,International,B.E,Fashion Technology,2024,B,A+,A+,B+,A+,C,B,C
Patricia Jackson,derrickmoran@hammond.net,2007-06-13,Female,7980080066,"2776 Pope Centers Apt. 529, Oscarborough, TX 07807",Jain,ST,Non-Minority,Day Scholar,Sports,International,B.Tech,Information Science and Engineering,2023,B,,A,,B,A+,A+,A+
Jesse Morrison,amanda83@yahoo.com,2006-01-22,Female,6094933523,"3726 Alvarez Roads, Lake Lisahaven, TX 33599",Jain,OBC,Non-Minority,Day Scholar,Management,International,B.E,AIML,2020,A,C,C,A+,O,B+,B+,B+
Daniel Love,amandaedwards@brown.com,2006-07-04,Female,1779307538,"030 John Throughway Suite 573, Garyshire, NY 41152",Hindu,MBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Biotechnology,2021,O,O,,B+,B,A+,B,B+
Lisa Mccarthy,madisonstrong@hotmail.com,2001-03-02,Female,7424108492,"3013 Kayla Oval Apt. 614, Copelandton, MI 64749",Christian,OBC,Minority,Day Scholar,Sports,International,B.Tech,Biotechnology,2020,C,,B,A,O,O,O,C
Caitlyn Bradford,jennifermoreno@gmail.com,2005-04-11,Female,6885913461,"8876 Steven Causeway Apt. 811, Hopkinsfurt, RI 74363",Sikh,BC,Minority,Day Scholar,Sports,Domestic,B.E,Biotechnology,2021,A+,A,,A,A,A+,,A
Mary Stout,jjohnson@clark-werner.com,2005-10-26,Female,0603520317,"3838 Monica Mews Apt. 297, Robertview, PA 77217",Jain,SC,Non-Minority,Day Scholar,Management,International,B.E,Computer Science,2023,C,C,C,C,A,A+,A+,A+
Daniel Davidson,frazierjoshua@hotmail.com,2007-01-28,Female,5356528391,"33293 Christopher Crest, Kevintown, IN 90443",Christian,ST,Non-Minority,Hosteller,Government,Domestic,B.Tech,Artificial Intelligence,2023,B+,A,B+,O,O,B,B,A+
Amy Martin,kristopher51@ryan-mejia.net,2004-12-30,Female,1512599128,"6287 Maureen Neck, Shannonton, FL 70511",Muslim,BC,Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Information Technology,2022,O,,A+,A,,,A+,O
Laura Pitts,trevinotanner@smith-pearson.biz,2001-09-02,Female,4414990397,"02263 Miller Route Suite 009, Port Sarah, NE 04271",Muslim,OBC,Minority,Hosteller,Management,Domestic,B.E,Information Science and Engineering,2024,C,B+,B,O,O,B,C,B
Michael Hernandez,mark30@smith-hood.com,2002-07-04,Male,6212369177,"Unit 5568 Box 3173, DPO AE 02537",Jain,OBC,Minority,Hosteller,Government,International,B.E,Artificial Intelligence,2024,C,O,C,B+,A,O,B+,O
Sean Lawrence,brocknicholas@yahoo.com,2007-11-25,Male,2240900005,"88353 Katrina Tunnel Apt. 092, Olsonfurt, ND 41212",Jain,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.Tech,Information Technology,2022,O,B+,A+,A+,B+,,A,B
Jennifer Golden,lacey09@evans.com,2004-10-23,Male,4303209881,"61013 Steven Way, West Rachelborough, NY 38500",Sikh,ST,Non-Minority,Day Scholar,Management,International,B.E,Biotechnology,2022,,A,A,C,B,A+,A+,B
Lindsay Smith,victor76@garcia.biz,2008-01-25,Male,8532936992,"90599 Guzman Drives Suite 531, East Hannah, VT 82298",Christian,SC,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Information Technology,2024,O,B+,,,C,B+,C,B+
Benjamin Coleman,fosterrebecca@ruiz.org,2006-04-25,Male,3923292292,"3630 Daniel Fields Suite 843, Jasonberg, VT 66577",Sikh,SC,Minority,Day Scholar,Sports,International,B.Tech,Biotechnology,2021,A,,O,C,A,B+,B,C
Sandra Robertson,brianowens@hotmail.com,2007-12-19,Male,0170555856,"48339 Warner Forest Apt. 959, Toddview, SC 45430",Muslim,MBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Food Technology,2022,A+,,,A,B,B+,B,A
Kimberly Martinez,fjensen@yahoo.com,2000-02-17,Female,4670928032,"15657 Leonard Avenue Suite 879, New Brianfurt, VA 78589",Jain,BC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.E,Computer Science,2021,B,B,B+,C,A+,B,A,B
Briana Pitts,katherinereyes@gmail.com,2000-06-15,Female,9533317841,"13597 Smith Inlet, Stevensbury, SC 34696",Sikh,MBC,Non-Minority,Hosteller,7.5 Reservation,Domestic,B.Tech,Biotechnology,2020,,C,O,O,A,O,B,C
David Bryant,fchambers@hotmail.com,2003-04-01,Female,4377710070,"Unit 9391 Box 2917, DPO AE 82005",Jain,MBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Information Technology,2024,B+,B+,B,A+,A,B+,,C
Holly Henry,brenda72@gmail.com,2002-09-14,Male,5466425964,"8591 Jason Fords Suite 925, South Scott, ID 01676",Hindu,SC,Minority,Day Scholar,Government,Domestic,B.E,AIML,2021,,O,A,,B,B,A+,
Anne Andrews,tammycervantes@gmail.com,2008-04-10,Female,0399509746,"0063 Timothy Rapids, Brianton, MA 73308",Muslim,OBC,Minority,Hosteller,Sports,Domestic,B.E,Food Technology,2022,,A,,,B,O,B+,C
Casey Rose,jessicawhite@yahoo.com,2005-01-15,Female,0056091544,"2985 Smith Ranch, Greenland, OK 39852",Sikh,SC,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,AIML,2020,O,B,O,B,A,A+,,
Joel Larson,marywilliams@gmail.com,2000-02-28,Male,9904513492,"0473 Thomas Land Apt. 325, Johnsonburgh, SC 53982",Jain,SC,Non-Minority,Day Scholar,Government,International,B.Tech,AIML,2021,O,B,,,A+,B,A,
Megan Scott,david44@hotmail.com,1999-12-03,Male,0501107005,"05371 Jamie Expressway, Marissamouth, MN 97568",Sikh,SC,Non-Minority,Day Scholar,Sports,International,B.Tech,Information Science and Engineering,2021,A+,A,C,B,A,O,B+,A+
Craig Harmon,jkline@yahoo.com,2001-02-27,Male,8177824482,"64746 Daniel Meadow Apt. 456, East Elizabethchester, FL 23549",Muslim,ST,Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Fashion Technology,2022,O,,B,B,B,B,B,B+
Tonya Kelley,dbarrett@hotmail.com,1999-12-08,Male,8028340592,"3844 Kevin Lane Apt. 543, Sextonbury, MA 16328",Hindu,SC,Non-Minority,Day Scholar,7.5 Reservation,International,B.Tech,Mechanical Engineering,2024,,B,B+,C,B,B,A,
Brandon Sullivan,melanie13@graham-ponce.info,2002-01-22,Male,9684868076,"407 David Hills Apt. 321, North Michelle, AR 81727",Muslim,SC,Non-Minority,Hosteller,Government,International,B.E,AIML,2024,A,B,,,B,A+,C,A
Nathan Chen,emilychoi@robertson.com,2007-11-02,Male,0513203449,"80348 Murphy Hill, West Matthewhaven, OH 61217",Muslim,OBC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Information Science and Engineering,2021,,,,C,A,B,B+,B
Joseph Murphy,mwilliams@tyler.info,2005-08-21,Male,8522405635,"5460 Bill Loaf Suite 258, Markville, ND 81313",Hindu,ST,Minority,Day Scholar,Management,Domestic,B.E,Food Technology,2024,B+,B,C,B+,B+,A+,A,C
Tamara Vaughn,chris03@yahoo.com,2006-04-18,Female,0134979694,"59854 Wood Lights, East William, NY 85121",Christian,MBC,Non-Minority,Hosteller,Sports,Domestic,B.Tech,Food Technology,2024,A,A+,B+,B+,A,A,,O
Michael Rivas,shannon91@yahoo.com,2006-05-05,Female,9781468305,"02633 Reynolds Spur Apt. 479, South David, AK 62924",Jain,ST,Minority,Hosteller,Sports,Domestic,B.Tech,Electrical Engineering,2021,,A+,,O,C,B+,A,O
Tyler Garcia,taylor56@johnson.com,2006-12-10,Male,9699673700,"09175 Miller Fords, East Maryville, SD 44318",Hindu,MBC,Non-Minority,Hosteller,Management,Domestic,B.Tech,Food Technology,2022,A,C,A,A,A+,B+,O,B
Michael Hunter,zellis@park.com,2007-12-12,Male,9236936620,"9495 Howard Mission, Hallmouth, VT 05236",Muslim,ST,Minority,Day Scholar,Management,International,B.Tech,Mechanical Engineering,2024,A,B,A,C,O,,,C
Ryan Griffin,josephhouston@gmail.com,2006-11-10,Male,9239675935,"USCGC Allison, FPO AP 83950",Sikh,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Food Technology,2020,C,O,O,B,O,O,O,B
Stacy Rodriguez,morristristan@yahoo.com,2002-02-21,Female,2813453011,"78376 Michael Road Suite 100, Josephborough, WV 62429",Jain,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Food Technology,2022,A+,,B,A+,A+,B,A,O
Hayley Petersen,mkelly@sanders-rodriguez.com,2007-08-28,Female,2636758582,"56334 Freeman Vista, Velazquezshire, NM 06926",Muslim,BC,Minority,Day Scholar,Management,International,B.Tech,Biotechnology,2021,A,C,,,A,C,,
Kellie Oconnor,cooperandrew@cox.com,2005-06-17,Female,5467258886,"8351 Sullivan Drives, Kathleenmouth, SD 22980",Hindu,OBC,Minority,Hosteller,Sports,Domestic,B.E,Artificial Intelligence,2023,A,,B,A+,B+,O,B+,B+
Patrick Rivera,iwhite@yahoo.com,2003-05-10,Male,2964471446,"65585 Henderson Lock Apt. 505, Murrayland, IL 42209",Christian,MBC,Non-Minority,Hosteller,Government,International,B.E,Artificial Intelligence,2022,,A,C,A+,O,B+,C,A
Anne Martinez,williamsmelanie@perez-townsend.net,2003-07-13,Female,1540362569,"460 Daniel Ports, East Aaronview, DE 46024",Jain,OBC,Minority,Day Scholar,Management,Domestic,B.E,Fashion Technology,2023,O,A+,B+,,A,A,C,C
Sarah Banks,cjimenez@myers.info,2001-03-07,Female,5981216291,"797 Thomas Mountain, West Joseph, CT 64035",Hindu,SC,Minority,Hosteller,Sports,International,B.E,Biotechnology,2024,A,B,C,B,B,B+,B+,B+
Stacy Harrington,sharidaugherty@yahoo.com,2000-07-12,Male,2411424124,"956 Hannah Radial, Kimberlyfort, HI 80537",Hindu,BC,Minority,Day Scholar,Sports,Domestic,B.E,Fashion Technology,2022,B+,,B,A+,B,B+,B,O
Donald Davis Jr.,michaelevans@martin-harrington.com,2006-04-15,Female,4985742451,"5773 Jason Route, West Dana, NE 32007",Hindu,OBC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Information Technology,2020,B+,A,C,A,,B,B,B
Roger Harris,lorraine08@gmail.com,2003-02-04,Female,3478261205,"98823 Calvin Lodge, Calderonburgh, MS 29775",Christian,OBC,Minority,Hosteller,Sports,Domestic,B.Tech,Fashion Technology,2022,B+,A+,,A,A,C,C,A
Melissa Vega,kimberly50@hotmail.com,2006-05-28,Male,2108716038,"73719 Toni Ridges Suite 114, Heathershire, KS 45407",Hindu,BC,Non-Minority,Hosteller,Government,Domestic,B.E,Biotechnology,2021,A+,B,B+,A,C,A+,,
Lisa Foster,david74@yahoo.com,2000-12-11,Male,4480097278,"152 Luna Crest Apt. 622, Wolfport, MI 17037",Sikh,MBC,Non-Minority,Hosteller,Government,Domestic,B.Tech,Computer Science,2023,A,B,A,A+,B,A,A+,A+
Jose Miller,beckergeorge@gmail.com,2000-08-26,Male,9938506749,"66727 Booker Shore, Timothyport, VT 76277",Sikh,OBC,Non-Minority,Hosteller,Management,International,B.E,Electrical Engineering,2020,C,A+,O,C,A+,,C,B
Edward Smith,anthonywhite@daniel.com,2006-01-13,Female,2356557913,"77519 Susan Key, Wolfbury, KY 35634",Muslim,SC,Minority,Day Scholar,Government,Domestic,B.E,Mechanical Engineering,2021,O,C,B+,C,O,O,A+,B+
Christopher Mills,gregory06@franklin-blake.com,2007-03-06,Female,8685263933,"89586 Mendez Glens, West Alex, VA 42067",Sikh,MBC,Minority,Day Scholar,Sports,Domestic,B.Tech,Information Technology,2020,B+,A+,C,A,C,,A,B
Michelle Long,franklinchristine@yahoo.com,2001-11-28,Female,5486945125,"4921 Finley Station Suite 392, Oconnellmouth, ND 29568",Sikh,MBC,Minority,Day Scholar,Management,Domestic,B.E,Information Technology,2022,B,B+,B,,O,C,B+,A+
Toni Webster,jonathan49@hotmail.com,2007-11-10,Male,3369024032,"PSC 5568, Box 9283, APO AA 25770",Muslim,OBC,Non-Minority,Hosteller,Management,Domestic,B.E,Mechanical Engineering,2021,A,B+,B+,B+,B,B+,B+,A
Victoria Kim,pibarra@ellis-christian.net,2001-10-22,Male,9491101172,"684 Alyssa Tunnel Apt. 115, East Kelsey, CT 46656",Jain,OBC,Non-Minority,Day Scholar,Sports,International,B.Tech,AIML,2024,,,A+,A,B,B,A,B+
Jennifer Graham,nashspencer@morales.com,2006-07-02,Male,6943421247,"6140 Laura Mission, East Danielfurt, OK 26664",Jain,BC,Minority,Hosteller,Government,International,B.E,Computer Science,2020,A+,B+,B+,,B+,O,B+,B+
Robert Mitchell,nelsonjasmine@best.com,2007-02-02,Male,5960367367,"758 Freeman Extensions Suite 388, Sarahview, VA 17682",Muslim,MBC,Non-Minority,Hosteller,7.5 Reservation,International,B.E,Information Technology,2020,C,B,A,A+,O,B+,B,A
Michael Schwartz,chadbrewer@yahoo.com,2003-06-19,Female,9839780583,"80358 Timothy Flats Suite 726, East Aaron, NC 52474",Muslim,BC,Non-Minority,Hosteller,Government,International,B.E,Food Technology,2024,A+,C,,B,,O,A+,B+
Robert Rogers,sandersjason@gmail.com,2005-04-26,Female,0788744820,"26478 Lindsey Creek Apt. 393, Richardborough, AK 10046",Sikh,BC,Non-Minority,Day Scholar,Sports,International,B.E,Food Technology,2024,B+,,B+,O,B+,B,A,A+
Anthony Clark,stephenwilliams@chen.info,2002-07-29,Male,3776549165,"11984 Timothy Grove, Port Michaelhaven, MD 86906",Christian,OBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Information Science and Engineering,2024,C,A+,A+,A,A,A,C,A
Melissa Cardenas,higginsmelinda@martinez-howell.com,1999-12-09,Male,8879439585,"1781 Aguilar Plaza Apt. 280, South Emily, CO 61889",Muslim,ST,Minority,Day Scholar,Government,International,B.Tech,Fashion Technology,2024,A,B+,C,,A+,O,C,B+
Carolyn Gray,calvin93@yahoo.com,2003-04-06,Male,2598121378,"4066 Sabrina Ports, West Lance, KS 23479",Jain,MBC,Non-Minority,Hosteller,Sports,International,B.E,Information Technology,2024,A+,,B,B,A,A+,C,C
Christine Nichols,dbennett@gmail.com,2007-10-10,Female,3768278709,"204 Douglas Isle Apt. 694, Sarabury, SC 73289",Hindu,SC,Non-Minority,Day Scholar,Management,International,B.Tech,AIML,2020,O,B,A,B+,A+,B,B+,A+
Kyle Boyle,amanda85@miller-jackson.com,2001-09-13,Male,7267935971,"2576 Patricia Drives, East Amberstad, AR 17527",Jain,MBC,Non-Minority,Hosteller,Government,Domestic,B.Tech,Electrical Engineering,2024,,A+,O,A+,,A+,,A
Lisa Mayo,harveycatherine@gmail.com,2006-01-08,Male,8928258741,"6989 Ellis Orchard Suite 524, Port Stephaniemouth, UT 39999",Christian,OBC,Non-Minority,Day Scholar,Management,Domestic,B.E,Information Science and Engineering,2022,A+,O,A,A,,A+,A+,A
Amy Spears,gholmes@gmail.com,2000-10-01,Female,5510129299,"USCGC Savage, FPO AE 15470",Muslim,ST,Minority,Day Scholar,Sports,Domestic,B.Tech,Information Technology,2020,B+,B+,B+,B+,A+,O,B,C
Virginia Gay,nicole52@mora.net,2004-06-02,Male,7710073291,"512 Potter Stream Suite 655, East Melissa, WA 66091",Jain,BC,Minority,Day Scholar,7.5 Reservation,International,B.Tech,Artificial Intelligence,2021,C,A,O,C,,O,B,O
Corey Hall,emily35@yahoo.com,1999-10-17,Female,5734168325,"430 Toni Grove Apt. 408, Lake Erik, AK 02453",Hindu,ST,Minority,Day Scholar,Management,International,B.Tech,Electrical Engineering,2021,,A+,B,B+,C,B+,O,O
Madison Walker,rrichardson@martin.com,2002-04-04,Male,7055841077,"PSC 8601, Box 7632, APO AE 50595",Muslim,SC,Minority,Hosteller,Management,International,B.E,Electrical Engineering,2022,A,A+,B+,B,,O,O,C
Brandon Bean,zoe71@melton-hawkins.com,2006-10-27,Male,4632672630,"0545 Joshua Junction Apt. 609, Careybury, WI 79341",Jain,ST,Non-Minority,Hosteller,Management,International,B.E,Fashion Technology,2022,B,A+,,B+,B,A,B,C
David Price,josephmorales@hernandez.com,2002-02-17,Female,7413401764,"549 Mckay Shoals Suite 619, Christopherhaven, IN 08382",Muslim,MBC,Non-Minority,Day Scholar,Management,International,B.Tech,Mechanical Engineering,2022,O,B,B,A+,B,,B+,
Jessica Miller,alyssa48@hotmail.com,2001-08-02,Male,8549909168,"8891 Gutierrez Via, Smithshire, NE 29487",Jain,SC,Minority,Hosteller,7.5 Reservation,Domestic,B.E,Information Science and Engineering,2022,C,O,C,A,A,A+,B,B
Bernard Zavala,likathleen@gmail.com,2003-08-21,Female,9950321516,"20674 Woods Freeway, Wilsonhaven, AR 58454",Hindu,OBC,Minority,Day Scholar,Management,Domestic,B.Tech,Artificial Intelligence,2024,B+,C,B+,B+,A+,B,C,A
Logan Black,tward@hotmail.com,2007-03-04,Female,7645114673,"3364 Bradley Valleys, Lake Janettown, NM 78242",Christian,BC,Minority,Hosteller,Government,Domestic,B.Tech,Biotechnology,2024,,A,A+,B,B+,,O,A+
Courtney Hanna,cole59@little-mccann.net,2007-03-23,Male,7880391361,"264 Espinoza Club, West Jilliantown, HI 29458",Sikh,OBC,Minority,Hosteller,Government,International,B.Tech,Fashion Technology,2020,B+,B,,O,A,,C,A+
Patricia Johnson,david67@cruz-ramirez.org,2001-04-19,Female,8900472937,"35544 James Shore, Stevenstad, TX 27573",Muslim,BC,Non-Minority,Hosteller,Government,International,B.E,Information Science and Engineering,2021,,A+,B,A,,O,C,A
Angela Alvarez,tammygill@ramos-pham.org,2007-07-05,Female,5195894561,"90173 Rachel Branch Apt. 681, Larryville, NH 81794",Jain,BC,Non-Minority,Day Scholar,Sports,Domestic,B.Tech,Information Technology,2022,C,B+,A+,B+,C,O,C,A
Kristina Smith,nicolegreene@lopez.com,2002-02-02,Male,9886400791,"3477 Crawford Fort Suite 477, East Shannon, WV 70667",Muslim,ST,Non-Minority,Hosteller,Sports,International,B.E,AIML,2020,O,,A+,B+,B,C,O,A+
Barbara Hull,montoyaemily@gmail.com,2003-11-03,Male,5945798988,"468 Erin Parks Suite 006, Seanview, IL 01673",Jain,ST,Minority,Day Scholar,Sports,Domestic,B.Tech,Artificial Intelligence,2020,O,,A,A,O,O,C,A+
Kristy Hunter,keithshawn@hotmail.com,2008-04-13,Female,7194954202,"62331 Norton Pine, Lukeberg, SD 79293",Hindu,OBC,Minority,Hosteller,Sports,International,B.E,Mechanical Engineering,2022,B,A,B,O,C,,A,C
Rebecca Rodriguez,ajones@cole.info,2006-12-19,Male,0658123221,"324 Angela Throughway Suite 293, Hallburgh, CA 30843",Sikh,OBC,Minority,Hosteller,Management,International,B.Tech,AIML,2021,B,,C,B,O,,C,A
Jimmy Vargas DDS,stephaniemclaughlin@yahoo.com,2001-06-02,Male,6207319275,"721 Reyes Wells, Lake James, UT 53885",Sikh,BC,Non-Minority,Day Scholar,7.5 Reservation,Domestic,B.Tech,Information Science and Engineering,2023,A,O,C,B+,B+,A+,,C
Derek Hernandez,mullenryan@kennedy-campbell.com,2004-11-02,Female,2027138010,"1255 Nguyen Club Suite 606, Monicaside, LA 12482",Sikh,ST,Minority,Day Scholar,Management,International,B.Tech,Electrical Engineering,2023,O,A,B,C,B+,B+,B,C
Ruben Rangel,julia88@gmail.com,2005-09-24,Female,3999249260,"4297 Martin Trail, Christopherborough, WI 71666",Jain,BC,Non-Minority,Hosteller,Management,Domestic,B.Tech,AIML,2021,B+,,O,,B+,O,B+,B
Veronica Parker,clarkchristopher@mann.com,2002-05-05,Male,2631477976,"74177 Bell Lake Suite 535, Port Jordanshire, MT 19530",Jain,SC,Non-Minority,Hosteller,Management,International,B.Tech,Artificial Intelligence,2021,O,B,A,B+,A+,B+,A,A+
Jessica Lindsey,paul24@martin.net,2004-04-06,Male,7663372166,"947 Stephanie Lodge Apt. 321, Riverahaven, KY 35200",Jain,ST,Non-Minority,Day Scholar,Management,International,B.Tech,Mechanical Engineering,2022,B+,O,,B+,B+,A+,A,
David Berger,qfitzgerald@morgan.com,2001-07-06,Female,5611417627,"PSC 2075, Box 6863, APO AA 52692",Christian,BC,Minority,Hosteller,Management,Domestic,B.E,Mechanical Engineering,2020,C,B,C,O,B+,C,B+,C
Eugene Chapman,lisa21@simmons.com,2000-02-18,Female,4831807432,"40601 Lorraine Overpass, West Charles, SD 97402",Hindu,OBC,Minority,Hosteller,7.5 Reservation,International,B.E,Information Technology,2020,A,,C,C,B+,C,A+,C
Alison Johnson,davisdean@fields.com,2007-03-27,Female,6312636520,"157 Flores Tunnel, Hardyland, IN 99310",Hindu,ST,Non-Minority,Hosteller,Sports,International,B.Tech,Computer Science,2024,O,A+,A,A,,A+,B,A+
Kenneth Gregory,barbara95@booker.com,2007-01-17,Female,4555791457,"7224 Tran Locks Suite 480, Braunfort, MO 67973",Jain,ST,Minority,Hosteller,Government,Domestic,B.Tech,Fashion Technology,2023,C,A+,,O,C,,O,B
William Browning,austingordon@hotmail.com,2002-02-18,Female,0305563481,"24753 Preston Parkway Suite 558, Ernestfurt, AZ 84536",Christian,BC,Minority,Day Scholar,Management,International,B.E,Artificial Intelligence,2024,B,O,A+,B+,A,A+,B,B
William Wright,sanchezjamie@gmail.com,2001-01-15,Female,2305509364,"Unit 5204 Box 1279, DPO AA 02032",Sikh,MBC,Minority,Day Scholar,Management,International,B.E,Information Science and Engineering,2022,C,B+,B,A,A+,O,C,
Adrian Sandoval,parkerlisa@thompson.biz,2005-05-26,Male,6824565369,"783 Mann Hills Suite 634, Maryhaven, OH 61800",Hindu,SC,Non-Minority,Hosteller,Sports,International,B.Tech,Fashion Technology,2024,B,A,,A,B,C,O,A+
